job_n,default_n,poutcome_n,duration,campaign,euribor3m,y_n
6.0,0.0,0.0,97.0,1.0,4.191,0
1.0,0.0,0.0,81.0,8.0,4.857,0
3.0,0.0,0.0,140.0,2.0,4.864,0
3.0,0.0,1.0,96.0,2.0,1.281,0
6.0,0.0,0.0,289.0,1.0,0.72,1
4.0,0.0,0.0,162.0,1.0,4.963,0
6.0,0.0,0.0,20.0,5.0,4.959,0
4.0,0.0,0.0,117.0,1.0,4.864,0
3.0,0.0,0.0,105.0,1.0,4.191,0
2.0,0.0,0.0,83.0,3.0,4.857,0
5.0,0.0,1.0,210.0,3.0,0.827,1
3.0,1.0,0.0,117.0,3.0,4.958,0
10.0,0.0,0.0,399.0,3.0,4.855,0
3.0,0.0,0.0,358.0,1.0,1.415,0
3.0,0.0,0.0,288.0,1.0,4.968,0
1.0,0.0,0.0,196.0,2.0,1.313,0
3.0,0.0,1.0,66.0,1.0,1.313,0
1.0,0.0,0.0,58.0,2.0,4.021,0
4.0,0.0,0.0,89.0,2.0,4.962,0
2.0,0.0,0.0,74.0,1.0,4.856,0
2.0,0.0,0.0,52.0,4.0,4.963,0
10.0,0.0,0.0,209.0,1.0,4.7,1
3.0,0.0,0.0,67.0,2.0,4.864,0
2.0,1.0,0.0,323.0,3.0,4.866,0
3.0,0.0,0.0,72.0,3.0,4.958,0
2.0,0.0,0.0,222.0,2.0,4.021,0
4.0,1.0,0.0,183.0,1.0,4.968,0
4.0,0.0,0.0,393.0,1.0,4.962,0
2.0,0.0,1.0,801.0,1.0,0.682,0
8.0,0.0,0.0,182.0,4.0,4.963,0
3.0,1.0,0.0,169.0,1.0,4.96,0
4.0,0.0,0.0,144.0,1.0,1.483,0
2.0,0.0,0.0,392.0,1.0,1.405,0
2.0,0.0,0.0,183.0,4.0,4.962,0
2.0,1.0,0.0,64.0,2.0,4.857,0
2.0,0.0,0.0,433.0,4.0,4.947,0
2.0,0.0,0.0,709.0,7.0,4.963,0
1.0,0.0,0.0,242.0,1.0,4.962,0
2.0,1.0,0.0,398.0,7.0,4.857,0
4.0,0.0,2.0,867.0,2.0,0.74,0
3.0,0.0,0.0,161.0,4.0,4.963,0
5.0,0.0,0.0,277.0,3.0,4.961,0
7.0,1.0,0.0,203.0,1.0,4.962,0
2.0,0.0,1.0,326.0,5.0,1.25,1
2.0,1.0,0.0,153.0,1.0,1.266,0
1.0,0.0,0.0,597.0,10.0,4.959,0
6.0,0.0,1.0,396.0,1.0,1.266,0
2.0,0.0,1.0,301.0,1.0,1.25,0
3.0,0.0,0.0,377.0,3.0,4.076,0
2.0,0.0,0.0,208.0,2.0,0.879,1
1.0,0.0,0.0,32.0,5.0,1.299,0
2.0,0.0,0.0,233.0,3.0,4.857,0
0.0,1.0,0.0,65.0,1.0,4.961,0
3.0,0.0,0.0,94.0,1.0,4.86,0
5.0,0.0,1.0,158.0,1.0,0.987,0
2.0,0.0,1.0,133.0,3.0,0.715,0
2.0,0.0,1.0,304.0,1.0,1.299,0
3.0,0.0,0.0,273.0,1.0,4.858,0
4.0,0.0,0.0,183.0,1.0,1.299,0
3.0,0.0,0.0,260.0,1.0,4.859,0
2.0,0.0,0.0,93.0,2.0,4.963,0
4.0,0.0,0.0,207.0,5.0,1.27,0
1.0,1.0,0.0,77.0,2.0,1.313,0
3.0,0.0,0.0,339.0,1.0,4.859,0
11.0,0.0,0.0,97.0,1.0,4.855,0
3.0,1.0,0.0,148.0,1.0,4.856,0
1.0,1.0,0.0,24.0,1.0,4.967,0
2.0,0.0,0.0,869.0,1.0,4.962,1
2.0,0.0,1.0,130.0,1.0,0.73,1
1.0,0.0,0.0,276.0,2.0,1.334,0
9.0,1.0,0.0,16.0,16.0,4.962,0
3.0,0.0,0.0,348.0,2.0,4.965,0
7.0,1.0,0.0,88.0,1.0,4.966,0
4.0,0.0,0.0,979.0,3.0,4.962,1
1.0,1.0,0.0,311.0,1.0,1.313,0
0.0,0.0,0.0,194.0,3.0,4.962,0
3.0,0.0,0.0,79.0,2.0,4.857,0
4.0,0.0,0.0,178.0,2.0,4.964,0
3.0,1.0,0.0,827.0,2.0,4.859,0
3.0,0.0,0.0,1224.0,7.0,4.864,0
2.0,0.0,0.0,14.0,1.0,0.81,0
0.0,1.0,0.0,801.0,1.0,4.858,1
0.0,1.0,0.0,125.0,1.0,4.859,0
3.0,0.0,0.0,706.0,2.0,4.963,0
4.0,0.0,0.0,168.0,1.0,4.964,0
2.0,0.0,0.0,356.0,1.0,4.965,0
3.0,0.0,0.0,63.0,3.0,4.962,0
2.0,0.0,0.0,100.0,2.0,4.021,0
1.0,0.0,0.0,339.0,3.0,4.12,0
1.0,0.0,0.0,484.0,2.0,1.498,0
4.0,0.0,0.0,85.0,1.0,4.858,0
7.0,0.0,0.0,74.0,2.0,0.873,0
2.0,0.0,0.0,214.0,4.0,4.963,0
4.0,0.0,0.0,231.0,2.0,4.12,0
6.0,0.0,0.0,82.0,2.0,1.281,0
2.0,0.0,0.0,263.0,2.0,4.857,0
0.0,0.0,0.0,240.0,1.0,1.313,0
6.0,0.0,0.0,133.0,1.0,4.021,0
3.0,1.0,0.0,55.0,2.0,4.967,0
6.0,0.0,0.0,76.0,2.0,4.191,0
2.0,0.0,2.0,288.0,2.0,0.652,1
2.0,0.0,2.0,230.0,1.0,0.877,1
3.0,0.0,0.0,75.0,1.0,4.958,0
0.0,0.0,1.0,97.0,1.0,1.072,0
2.0,0.0,0.0,103.0,1.0,4.963,0
2.0,0.0,0.0,111.0,3.0,4.865,0
3.0,0.0,0.0,406.0,2.0,4.864,0
3.0,1.0,0.0,100.0,3.0,4.858,0
2.0,0.0,0.0,319.0,5.0,4.076,0
3.0,1.0,0.0,218.0,1.0,4.963,0
3.0,1.0,0.0,171.0,1.0,4.856,0
6.0,0.0,1.0,103.0,1.0,1.291,0
1.0,0.0,1.0,437.0,2.0,1.299,0
1.0,0.0,1.0,215.0,1.0,0.881,1
2.0,0.0,0.0,223.0,6.0,4.961,0
2.0,1.0,0.0,213.0,4.0,4.857,0
2.0,0.0,1.0,304.0,1.0,1.327,0
3.0,0.0,0.0,432.0,1.0,4.967,0
2.0,0.0,0.0,365.0,4.0,4.856,0
2.0,0.0,0.0,210.0,2.0,4.856,0
6.0,0.0,2.0,404.0,2.0,0.684,1
3.0,0.0,1.0,69.0,3.0,1.25,0
0.0,0.0,0.0,85.0,1.0,4.191,0
4.0,0.0,1.0,89.0,1.0,4.076,0
3.0,1.0,1.0,9.0,2.0,1.313,0
2.0,1.0,0.0,90.0,1.0,4.96,0
1.0,0.0,0.0,37.0,3.0,4.855,0
6.0,0.0,0.0,248.0,1.0,1.281,0
2.0,0.0,0.0,130.0,1.0,4.96,0
3.0,1.0,0.0,143.0,2.0,1.405,0
3.0,0.0,0.0,60.0,6.0,4.962,0
0.0,1.0,0.0,292.0,1.0,4.856,0
1.0,0.0,0.0,133.0,2.0,4.964,0
4.0,0.0,0.0,14.0,1.0,4.968,0
8.0,0.0,0.0,376.0,7.0,4.962,0
1.0,0.0,0.0,164.0,7.0,4.962,0
2.0,1.0,0.0,956.0,2.0,4.961,0
3.0,1.0,0.0,409.0,1.0,4.864,0
3.0,0.0,0.0,439.0,4.0,1.25,0
3.0,0.0,0.0,137.0,1.0,4.12,0
3.0,1.0,0.0,144.0,1.0,4.97,0
6.0,0.0,0.0,211.0,2.0,4.96,0
1.0,0.0,0.0,115.0,4.0,4.959,0
6.0,0.0,0.0,113.0,2.0,4.964,0
2.0,0.0,1.0,130.0,2.0,4.12,0
3.0,1.0,0.0,85.0,2.0,4.856,0
4.0,0.0,0.0,66.0,5.0,4.965,0
3.0,1.0,0.0,166.0,3.0,4.961,0
3.0,0.0,0.0,213.0,2.0,4.967,0
4.0,0.0,0.0,120.0,1.0,4.858,0
4.0,0.0,0.0,223.0,1.0,4.857,0
2.0,0.0,0.0,1043.0,2.0,4.857,0
3.0,0.0,0.0,331.0,3.0,1.281,0
2.0,0.0,0.0,74.0,4.0,4.965,0
2.0,0.0,2.0,327.0,3.0,1.26,1
2.0,1.0,0.0,22.0,6.0,4.961,0
2.0,0.0,0.0,46.0,3.0,4.959,0
1.0,0.0,1.0,474.0,2.0,1.291,0
1.0,0.0,0.0,422.0,3.0,4.076,0
3.0,0.0,0.0,242.0,7.0,4.859,0
2.0,0.0,0.0,214.0,1.0,1.291,0
3.0,0.0,0.0,98.0,2.0,1.244,0
5.0,0.0,1.0,582.0,2.0,0.822,0
3.0,0.0,0.0,79.0,4.0,4.855,0
3.0,1.0,0.0,182.0,2.0,4.856,1
3.0,1.0,0.0,340.0,1.0,4.076,0
3.0,1.0,0.0,329.0,2.0,1.327,0
4.0,0.0,0.0,119.0,1.0,4.021,0
3.0,0.0,0.0,253.0,3.0,4.86,0
3.0,0.0,0.0,33.0,3.0,1.291,0
3.0,0.0,0.0,176.0,1.0,4.855,0
3.0,1.0,0.0,260.0,9.0,4.858,0
4.0,0.0,0.0,146.0,2.0,1.344,0
10.0,0.0,0.0,899.0,2.0,4.966,0
3.0,1.0,0.0,171.0,4.0,4.961,0
3.0,0.0,0.0,268.0,3.0,4.965,0
3.0,0.0,0.0,241.0,2.0,4.859,0
1.0,0.0,0.0,277.0,2.0,4.96,0
2.0,0.0,0.0,157.0,1.0,4.964,0
3.0,0.0,0.0,135.0,1.0,4.856,0
1.0,0.0,2.0,407.0,1.0,1.044,1
1.0,0.0,0.0,12.0,6.0,1.405,0
2.0,1.0,0.0,65.0,43.0,4.968,0
3.0,0.0,0.0,114.0,2.0,4.86,0
4.0,1.0,0.0,188.0,7.0,4.857,0
4.0,0.0,0.0,252.0,1.0,4.857,0
4.0,0.0,0.0,152.0,1.0,4.963,0
3.0,0.0,0.0,209.0,2.0,4.857,0
2.0,0.0,0.0,584.0,1.0,1.266,0
1.0,0.0,1.0,122.0,1.0,1.099,0
10.0,0.0,2.0,157.0,1.0,0.884,0
4.0,1.0,0.0,47.0,2.0,4.865,0
3.0,0.0,0.0,329.0,3.0,4.964,0
2.0,0.0,0.0,80.0,3.0,4.963,0
3.0,1.0,0.0,1054.0,2.0,4.855,0
2.0,0.0,0.0,138.0,2.0,4.866,0
6.0,0.0,0.0,143.0,1.0,4.957,0
2.0,0.0,0.0,214.0,3.0,4.968,0
2.0,0.0,0.0,49.0,9.0,4.963,0
1.0,1.0,0.0,102.0,3.0,4.86,0
0.0,0.0,0.0,295.0,2.0,4.968,0
4.0,0.0,0.0,230.0,5.0,4.958,0
3.0,0.0,1.0,180.0,2.0,1.281,0
2.0,0.0,0.0,69.0,1.0,1.365,0
4.0,0.0,0.0,316.0,2.0,4.968,0
3.0,1.0,0.0,67.0,3.0,1.266,0
3.0,1.0,0.0,243.0,1.0,4.857,0
2.0,0.0,0.0,102.0,1.0,4.858,0
3.0,1.0,0.0,13.0,13.0,4.864,0
2.0,1.0,0.0,283.0,1.0,4.859,0
2.0,0.0,0.0,121.0,1.0,1.479,0
1.0,0.0,0.0,394.0,1.0,4.857,0
2.0,1.0,0.0,212.0,2.0,4.963,0
5.0,0.0,2.0,155.0,1.0,0.72,0
4.0,0.0,0.0,175.0,4.0,4.021,0
4.0,0.0,1.0,17.0,7.0,1.244,0
8.0,0.0,0.0,41.0,7.0,4.964,0
1.0,1.0,0.0,427.0,1.0,4.857,0
3.0,0.0,0.0,170.0,1.0,4.857,0
10.0,1.0,0.0,494.0,3.0,1.299,0
5.0,0.0,2.0,301.0,2.0,0.715,1
2.0,0.0,2.0,489.0,2.0,0.884,0
6.0,0.0,0.0,990.0,1.0,4.965,1
3.0,0.0,0.0,239.0,1.0,1.811,1
3.0,0.0,0.0,162.0,1.0,4.858,0
3.0,0.0,0.0,226.0,1.0,4.957,0
2.0,0.0,0.0,213.0,1.0,1.266,0
1.0,0.0,0.0,68.0,3.0,4.959,0
11.0,0.0,0.0,82.0,1.0,1.415,1
10.0,0.0,0.0,83.0,7.0,4.967,0
4.0,0.0,0.0,95.0,6.0,4.961,0
8.0,0.0,0.0,84.0,1.0,1.281,0
3.0,0.0,0.0,1182.0,1.0,4.021,0
3.0,0.0,0.0,676.0,5.0,4.962,0
2.0,0.0,2.0,294.0,2.0,0.715,0
2.0,1.0,0.0,121.0,4.0,1.405,0
9.0,0.0,0.0,171.0,1.0,4.97,0
4.0,0.0,0.0,71.0,2.0,4.962,0
3.0,1.0,0.0,106.0,1.0,4.86,0
2.0,0.0,0.0,302.0,1.0,4.857,0
6.0,0.0,1.0,381.0,1.0,1.344,0
3.0,0.0,0.0,266.0,2.0,1.415,0
2.0,0.0,0.0,77.0,4.0,1.281,0
3.0,0.0,0.0,76.0,2.0,1.25,0
4.0,0.0,0.0,96.0,2.0,4.86,0
6.0,0.0,0.0,232.0,1.0,4.864,0
3.0,0.0,0.0,120.0,1.0,4.962,0
2.0,0.0,0.0,213.0,6.0,1.291,0
4.0,0.0,0.0,76.0,3.0,1.262,0
3.0,0.0,0.0,160.0,1.0,1.344,0
2.0,0.0,0.0,72.0,2.0,0.722,0
2.0,1.0,1.0,70.0,1.0,4.191,0
3.0,0.0,0.0,263.0,1.0,4.858,0
3.0,1.0,1.0,251.0,4.0,1.334,0
2.0,0.0,0.0,127.0,1.0,4.965,0
8.0,0.0,0.0,669.0,1.0,4.663,1
3.0,0.0,0.0,121.0,1.0,4.961,0
1.0,0.0,0.0,187.0,2.0,4.153,0
4.0,0.0,0.0,290.0,4.0,1.266,0
3.0,0.0,1.0,127.0,1.0,4.12,0
2.0,0.0,0.0,53.0,6.0,4.959,0
2.0,0.0,0.0,94.0,1.0,1.266,0
4.0,0.0,1.0,149.0,1.0,4.076,0
10.0,0.0,0.0,325.0,2.0,4.191,0
2.0,0.0,0.0,140.0,3.0,4.957,0
6.0,0.0,0.0,216.0,1.0,4.859,0
2.0,0.0,0.0,244.0,3.0,4.963,0
3.0,1.0,0.0,19.0,5.0,1.405,0
4.0,1.0,1.0,222.0,4.0,1.244,0
4.0,1.0,0.0,131.0,2.0,4.968,0
3.0,1.0,0.0,153.0,3.0,4.96,0
4.0,0.0,0.0,91.0,1.0,4.962,0
2.0,0.0,0.0,157.0,3.0,4.964,0
11.0,0.0,0.0,21.0,8.0,1.266,0
3.0,0.0,0.0,744.0,1.0,0.878,1
7.0,0.0,0.0,344.0,2.0,1.041,1
11.0,0.0,0.0,493.0,2.0,1.268,1
2.0,0.0,0.0,99.0,1.0,0.873,0
3.0,0.0,0.0,108.0,3.0,4.855,0
4.0,0.0,0.0,13.0,14.0,4.964,0
11.0,0.0,0.0,296.0,4.0,1.26,1
3.0,0.0,2.0,301.0,2.0,1.049,1
4.0,0.0,0.0,93.0,1.0,4.963,0
1.0,0.0,0.0,18.0,4.0,1.244,0
1.0,0.0,0.0,41.0,2.0,1.266,0
4.0,0.0,1.0,146.0,2.0,0.697,1
7.0,0.0,0.0,64.0,1.0,4.963,0
4.0,0.0,0.0,528.0,1.0,4.963,0
3.0,0.0,0.0,357.0,2.0,4.858,0
2.0,0.0,0.0,254.0,1.0,4.857,0
3.0,0.0,0.0,305.0,1.0,4.96,0
1.0,0.0,0.0,329.0,1.0,4.076,0
3.0,0.0,0.0,261.0,3.0,4.962,0
4.0,0.0,0.0,43.0,3.0,4.962,0
1.0,1.0,0.0,422.0,2.0,1.313,0
6.0,0.0,0.0,313.0,1.0,1.344,0
4.0,0.0,0.0,25.0,4.0,4.963,0
8.0,0.0,0.0,394.0,2.0,4.959,0
3.0,0.0,0.0,168.0,5.0,4.96,0
3.0,0.0,0.0,202.0,2.0,4.857,0
4.0,1.0,0.0,265.0,1.0,4.962,0
3.0,1.0,0.0,199.0,1.0,4.856,0
5.0,0.0,0.0,177.0,3.0,4.857,0
4.0,0.0,0.0,138.0,1.0,1.26,0
0.0,1.0,0.0,311.0,1.0,4.967,0
4.0,0.0,0.0,182.0,3.0,4.97,0
2.0,1.0,0.0,17.0,10.0,4.959,0
10.0,0.0,0.0,722.0,1.0,0.77,1
3.0,0.0,0.0,88.0,2.0,1.344,0
2.0,0.0,0.0,1339.0,2.0,4.962,0
2.0,0.0,0.0,333.0,1.0,1.268,0
3.0,0.0,0.0,142.0,1.0,4.963,0
5.0,0.0,1.0,634.0,3.0,0.886,1
4.0,0.0,0.0,744.0,5.0,4.964,0
5.0,0.0,1.0,676.0,2.0,0.899,1
2.0,0.0,2.0,319.0,1.0,1.405,1
2.0,0.0,0.0,107.0,2.0,0.714,0
6.0,0.0,0.0,211.0,1.0,1.405,1
1.0,0.0,0.0,86.0,4.0,1.313,0
6.0,0.0,0.0,368.0,1.0,4.153,0
8.0,0.0,0.0,180.0,3.0,4.865,0
2.0,0.0,1.0,168.0,3.0,1.327,0
8.0,1.0,1.0,210.0,1.0,1.453,0
2.0,0.0,2.0,1011.0,1.0,0.714,0
2.0,0.0,0.0,185.0,1.0,4.857,0
2.0,0.0,0.0,287.0,2.0,0.646,0
3.0,0.0,0.0,140.0,2.0,4.967,0
2.0,0.0,1.0,119.0,1.0,4.153,0
1.0,0.0,0.0,98.0,1.0,1.445,0
8.0,0.0,0.0,609.0,1.0,4.968,0
2.0,0.0,0.0,331.0,1.0,0.809,1
2.0,0.0,0.0,121.0,4.0,4.967,0
1.0,0.0,0.0,144.0,1.0,4.962,0
3.0,0.0,0.0,264.0,1.0,1.281,0
11.0,0.0,1.0,868.0,3.0,0.898,1
11.0,1.0,0.0,87.0,4.0,4.96,0
4.0,1.0,0.0,135.0,2.0,4.858,0
2.0,0.0,0.0,243.0,2.0,4.962,0
1.0,1.0,0.0,165.0,4.0,4.857,0
1.0,0.0,1.0,22.0,6.0,1.244,0
10.0,1.0,0.0,86.0,1.0,4.153,0
2.0,0.0,0.0,132.0,1.0,1.313,0
4.0,1.0,0.0,40.0,1.0,4.964,0
4.0,0.0,1.0,124.0,3.0,4.021,0
2.0,0.0,2.0,378.0,3.0,0.645,0
6.0,0.0,0.0,19.0,1.0,0.655,0
5.0,1.0,0.0,258.0,1.0,4.962,0
1.0,0.0,0.0,50.0,2.0,4.857,0
6.0,0.0,0.0,16.0,3.0,1.25,0
3.0,0.0,0.0,133.0,1.0,4.959,0
3.0,0.0,0.0,94.0,5.0,1.344,0
0.0,0.0,0.0,975.0,2.0,4.964,0
2.0,0.0,0.0,871.0,5.0,4.076,1
5.0,0.0,0.0,401.0,1.0,0.843,0
1.0,0.0,0.0,65.0,4.0,4.962,0
3.0,0.0,0.0,184.0,1.0,4.856,0
1.0,1.0,0.0,13.0,7.0,4.959,0
3.0,0.0,1.0,34.0,1.0,1.299,0
2.0,0.0,2.0,184.0,1.0,0.65,0
4.0,0.0,0.0,68.0,4.0,4.962,0
2.0,0.0,0.0,203.0,7.0,4.967,0
4.0,0.0,2.0,566.0,1.0,1.072,1
5.0,0.0,0.0,381.0,1.0,0.714,1
5.0,0.0,2.0,272.0,1.0,0.635,1
1.0,0.0,0.0,1026.0,2.0,4.963,0
1.0,0.0,0.0,86.0,1.0,4.191,0
3.0,0.0,0.0,316.0,1.0,4.96,0
3.0,0.0,0.0,99.0,3.0,4.857,0
3.0,0.0,0.0,44.0,1.0,4.963,0
1.0,1.0,0.0,96.0,3.0,4.864,0
5.0,1.0,0.0,75.0,2.0,4.959,0
10.0,0.0,0.0,101.0,5.0,4.947,0
11.0,0.0,1.0,112.0,1.0,1.044,0
4.0,0.0,1.0,104.0,1.0,1.466,0
2.0,0.0,0.0,172.0,2.0,4.965,0
6.0,1.0,0.0,378.0,3.0,4.857,0
6.0,0.0,0.0,114.0,5.0,4.021,0
2.0,0.0,1.0,78.0,1.0,0.743,1
3.0,0.0,1.0,687.0,1.0,1.405,0
6.0,0.0,0.0,178.0,2.0,4.855,0
4.0,1.0,0.0,62.0,2.0,4.858,0
2.0,0.0,0.0,155.0,11.0,4.968,0
4.0,0.0,0.0,206.0,1.0,4.86,0
3.0,0.0,0.0,218.0,1.0,1.392,0
3.0,0.0,0.0,52.0,1.0,4.967,0
3.0,0.0,0.0,304.0,3.0,4.959,0
2.0,0.0,0.0,231.0,3.0,4.962,0
2.0,0.0,0.0,117.0,2.0,4.963,0
1.0,0.0,1.0,107.0,4.0,1.266,0
3.0,1.0,0.0,160.0,1.0,4.97,0
2.0,0.0,0.0,748.0,2.0,4.12,0
2.0,0.0,0.0,94.0,3.0,4.856,0
6.0,1.0,0.0,368.0,2.0,4.961,0
8.0,0.0,0.0,123.0,1.0,4.865,0
0.0,0.0,0.0,73.0,2.0,4.965,0
3.0,0.0,0.0,199.0,1.0,1.313,0
3.0,0.0,0.0,136.0,1.0,1.266,0
4.0,0.0,0.0,188.0,1.0,4.966,0
2.0,0.0,0.0,502.0,3.0,4.961,0
3.0,0.0,0.0,84.0,1.0,1.405,0
6.0,0.0,0.0,102.0,2.0,4.856,0
4.0,1.0,0.0,108.0,2.0,4.968,0
2.0,0.0,0.0,125.0,4.0,4.856,0
2.0,0.0,2.0,549.0,1.0,1.291,1
2.0,1.0,0.0,116.0,9.0,4.964,0
3.0,0.0,0.0,454.0,2.0,4.965,0
6.0,0.0,0.0,299.0,2.0,4.963,0
2.0,0.0,1.0,213.0,1.0,1.244,0
3.0,0.0,0.0,231.0,1.0,4.959,0
3.0,1.0,0.0,420.0,4.0,4.866,0
2.0,0.0,0.0,153.0,2.0,4.962,0
8.0,0.0,0.0,120.0,1.0,4.961,0
1.0,0.0,0.0,69.0,6.0,4.963,0
1.0,0.0,1.0,1512.0,1.0,1.281,1
10.0,1.0,0.0,197.0,1.0,1.344,0
2.0,0.0,0.0,121.0,1.0,4.963,0
6.0,0.0,0.0,302.0,3.0,4.076,0
3.0,1.0,0.0,652.0,3.0,4.959,0
2.0,0.0,0.0,26.0,1.0,4.857,0
1.0,0.0,0.0,333.0,1.0,4.856,0
10.0,0.0,0.0,812.0,2.0,4.968,1
2.0,0.0,0.0,69.0,1.0,4.961,0
1.0,0.0,0.0,62.0,5.0,4.958,0
1.0,0.0,1.0,142.0,2.0,1.405,0
1.0,0.0,0.0,588.0,1.0,4.963,0
4.0,0.0,0.0,350.0,1.0,4.967,0
8.0,0.0,0.0,48.0,5.0,4.965,0
4.0,0.0,0.0,530.0,2.0,4.856,0
3.0,0.0,0.0,269.0,2.0,4.965,0
4.0,0.0,0.0,126.0,1.0,1.365,0
2.0,0.0,1.0,140.0,3.0,1.415,0
4.0,0.0,0.0,172.0,3.0,4.963,0
2.0,0.0,1.0,359.0,1.0,0.643,0
4.0,0.0,0.0,142.0,1.0,4.962,0
5.0,0.0,0.0,138.0,6.0,4.021,0
3.0,1.0,0.0,143.0,2.0,4.963,0
4.0,0.0,0.0,150.0,3.0,4.858,0
4.0,1.0,0.0,101.0,1.0,4.857,0
3.0,1.0,0.0,240.0,1.0,4.964,0
3.0,1.0,0.0,118.0,4.0,4.961,0
3.0,0.0,0.0,1530.0,2.0,1.51,1
1.0,1.0,0.0,130.0,3.0,4.076,0
11.0,0.0,1.0,397.0,2.0,0.898,0
3.0,1.0,0.0,201.0,6.0,4.967,0
4.0,0.0,0.0,350.0,4.0,4.961,0
2.0,1.0,0.0,296.0,1.0,4.864,0
2.0,0.0,0.0,142.0,1.0,1.299,0
10.0,1.0,0.0,65.0,2.0,4.864,0
4.0,0.0,1.0,241.0,1.0,1.435,0
2.0,0.0,0.0,147.0,5.0,4.864,0
4.0,0.0,0.0,59.0,2.0,4.076,0
1.0,0.0,0.0,122.0,5.0,4.856,0
3.0,1.0,0.0,116.0,1.0,4.859,0
2.0,0.0,0.0,356.0,1.0,4.965,0
3.0,1.0,0.0,275.0,1.0,4.855,0
3.0,1.0,0.0,9.0,4.0,1.244,0
1.0,0.0,0.0,62.0,2.0,4.076,0
4.0,0.0,0.0,184.0,3.0,4.964,0
3.0,0.0,0.0,609.0,2.0,4.856,0
3.0,0.0,0.0,61.0,3.0,4.967,0
2.0,0.0,0.0,452.0,2.0,4.963,0
4.0,0.0,0.0,772.0,1.0,1.405,1
3.0,0.0,0.0,252.0,3.0,4.964,0
3.0,0.0,0.0,250.0,5.0,4.962,0
4.0,0.0,0.0,166.0,1.0,4.965,0
3.0,1.0,0.0,285.0,1.0,4.962,0
4.0,0.0,0.0,463.0,1.0,0.879,1
2.0,0.0,0.0,371.0,2.0,4.857,0
1.0,1.0,0.0,177.0,3.0,4.86,0
1.0,0.0,0.0,212.0,1.0,0.649,1
3.0,0.0,0.0,29.0,3.0,4.959,0
1.0,0.0,1.0,229.0,3.0,0.649,1
2.0,1.0,0.0,137.0,1.0,4.961,0
3.0,0.0,0.0,33.0,2.0,4.864,0
6.0,0.0,0.0,162.0,1.0,4.12,0
10.0,0.0,0.0,245.0,1.0,4.865,0
4.0,0.0,0.0,86.0,1.0,4.968,0
1.0,0.0,0.0,111.0,1.0,4.191,0
9.0,0.0,0.0,182.0,2.0,0.724,0
1.0,1.0,0.0,147.0,1.0,4.857,0
2.0,0.0,0.0,58.0,1.0,4.965,0
4.0,1.0,0.0,864.0,2.0,4.857,1
3.0,0.0,0.0,187.0,8.0,1.334,0
0.0,0.0,2.0,126.0,1.0,0.849,1
0.0,0.0,0.0,45.0,4.0,1.281,0
3.0,0.0,0.0,147.0,1.0,4.856,0
2.0,1.0,0.0,230.0,3.0,4.865,0
10.0,0.0,0.0,633.0,1.0,1.266,1
8.0,0.0,0.0,136.0,1.0,4.86,0
2.0,1.0,0.0,142.0,1.0,4.021,0
4.0,0.0,0.0,301.0,2.0,1.405,0
8.0,0.0,0.0,227.0,1.0,4.864,0
3.0,0.0,0.0,230.0,2.0,4.859,0
2.0,0.0,1.0,142.0,1.0,1.327,0
4.0,0.0,0.0,388.0,2.0,4.855,0
3.0,0.0,0.0,165.0,2.0,4.963,0
3.0,1.0,0.0,829.0,1.0,4.859,0
1.0,0.0,0.0,46.0,1.0,1.281,0
3.0,1.0,0.0,72.0,1.0,1.405,0
10.0,0.0,0.0,87.0,2.0,4.856,0
2.0,0.0,0.0,136.0,19.0,1.614,0
7.0,0.0,2.0,614.0,1.0,0.72,1
4.0,0.0,0.0,72.0,3.0,4.864,0
2.0,0.0,0.0,132.0,1.0,4.153,0
6.0,0.0,0.0,156.0,4.0,4.966,0
2.0,1.0,0.0,259.0,2.0,4.962,0
2.0,0.0,0.0,268.0,1.0,4.964,0
3.0,0.0,0.0,564.0,1.0,4.96,0
4.0,0.0,0.0,131.0,1.0,4.966,0
1.0,1.0,0.0,13.0,2.0,4.855,0
3.0,1.0,0.0,289.0,1.0,1.405,0
4.0,0.0,0.0,898.0,2.0,4.963,0
4.0,0.0,0.0,216.0,2.0,4.857,0
2.0,0.0,0.0,118.0,5.0,4.961,0
6.0,0.0,2.0,87.0,1.0,0.739,0
2.0,0.0,1.0,429.0,3.0,1.281,1
3.0,0.0,0.0,586.0,1.0,1.405,1
3.0,1.0,0.0,318.0,2.0,4.86,0
5.0,0.0,0.0,370.0,1.0,0.884,0
3.0,0.0,0.0,439.0,2.0,1.365,1
1.0,0.0,0.0,71.0,3.0,4.957,0
3.0,1.0,0.0,24.0,1.0,4.855,0
3.0,0.0,0.0,445.0,1.0,4.963,0
4.0,0.0,0.0,114.0,2.0,4.966,0
3.0,0.0,0.0,386.0,2.0,4.962,0
11.0,0.0,0.0,345.0,1.0,0.646,0
3.0,0.0,1.0,65.0,2.0,1.313,0
4.0,1.0,0.0,18.0,15.0,4.964,0
3.0,1.0,0.0,155.0,1.0,4.963,0
1.0,0.0,0.0,8.0,1.0,0.884,0
2.0,0.0,0.0,80.0,4.0,1.25,0
2.0,0.0,0.0,63.0,2.0,4.965,0
6.0,0.0,2.0,208.0,1.0,0.716,1
2.0,0.0,0.0,353.0,2.0,4.866,0
2.0,1.0,0.0,1084.0,1.0,4.866,0
6.0,0.0,0.0,194.0,1.0,1.602,1
